sample_id,audio_path,transcript_path,text
asosoft_0019,datasets/training_set/asosoft/audio/asosoft_0019.wav,datasets/training_set/asosoft/transcripts/asosoft_0019.txt,لە بەشی شەش و حەوتی سەفەردایە
asosoft_0098,datasets/training_set/asosoft/audio/asosoft_0098.wav,datasets/training_set/asosoft/transcripts/asosoft_0098.txt,بەها و متمانەی کۆمەڵایەتی دوو هۆکاری گرینگن
asosoft_0109,datasets/training_set/asosoft/audio/asosoft_0109.wav,datasets/training_set/asosoft/transcripts/asosoft_0109.txt,نامەیەک گەیشت و بە خوێندنەوەی دڵشاد بووم
asosoft_0276,datasets/training_set/asosoft/audio/asosoft_0276.wav,datasets/training_set/asosoft/transcripts/asosoft_0276.txt,گوڵی بۆنخۆش بژاکێت بۆنی دەڕەوێت
asosoft_0298,datasets/training_set/asosoft/audio/asosoft_0298.wav,datasets/training_set/asosoft/transcripts/asosoft_0298.txt,ڕاهێنان و فێرکردنی هاسان و سانا بێ
asosoft_0268,datasets/training_set/asosoft/audio/asosoft_0268.wav,datasets/training_set/asosoft/transcripts/asosoft_0268.txt,سمایل پاشا شتە تەکووزەکان وێکڕا خڕ دەکاتەوە
asosoft_0028,datasets/training_set/asosoft/audio/asosoft_0028.wav,datasets/training_set/asosoft/transcripts/asosoft_0028.txt,دەفتەرەکانی وەرگرتن و ماڵاواییان کرد
asosoft_0249,datasets/training_set/asosoft/audio/asosoft_0249.wav,datasets/training_set/asosoft/transcripts/asosoft_0249.txt,تکایە زووتر بۆم بنووسن حاڵی مەحموودخان چۆنە
asosoft_0227,datasets/training_set/asosoft/audio/asosoft_0227.wav,datasets/training_set/asosoft/transcripts/asosoft_0227.txt,گریمانەی ئەو بووە هۆی سێ تێگەیشتنی جیاواز
asosoft_0016,datasets/training_set/asosoft/audio/asosoft_0016.wav,datasets/training_set/asosoft/transcripts/asosoft_0016.txt,بە شێوەیەکی گشتی گواستنەوەی واتا ئەستەمە
asosoft_0048,datasets/training_set/asosoft/audio/asosoft_0048.wav,datasets/training_set/asosoft/transcripts/asosoft_0048.txt,بێدەسەڵاتی لێرە بە دواوە دەخرێتە بەر نیگای بەخشندەی خوێنەر
asosoft_0132,datasets/training_set/asosoft/audio/asosoft_0132.wav,datasets/training_set/asosoft/transcripts/asosoft_0132.txt,گوڵی بۆنخۆش بژاکێت بۆنی دەڕەوێت
asosoft_0006,datasets/training_set/asosoft/audio/asosoft_0006.wav,datasets/training_set/asosoft/transcripts/asosoft_0006.txt,هەرکام لەم قۆناغانە لەگەڵ سەردەمێک یەکتر دەگرنەوە
asosoft_0179,datasets/training_set/asosoft/audio/asosoft_0179.wav,datasets/training_set/asosoft/transcripts/asosoft_0179.txt,ئەو فڕۆکانەی بە ئاسمانەوەن ترسێنەرن
asosoft_0272,datasets/training_set/asosoft/audio/asosoft_0272.wav,datasets/training_set/asosoft/transcripts/asosoft_0272.txt,دواکەوتنێکی پڕنەهامەتی و چەرمەسەریی پێوە بوو
asosoft_0175,datasets/training_set/asosoft/audio/asosoft_0175.wav,datasets/training_set/asosoft/transcripts/asosoft_0175.txt,هێندێک لە مانەوەم لە ماڵدا وەڕەزم
asosoft_0222,datasets/training_set/asosoft/audio/asosoft_0222.wav,datasets/training_set/asosoft/transcripts/asosoft_0222.txt,هەرکام لەم قۆناغانە لەگەڵ سەردەمێک یەکتر دەگرنەوە
asosoft_0210,datasets/training_set/asosoft/audio/asosoft_0210.wav,datasets/training_set/asosoft/transcripts/asosoft_0210.txt,ناوئاخنی کتێبەکان لێوانلێوە لە چەمکە دژوازەکان
asosoft_0031,datasets/training_set/asosoft/audio/asosoft_0031.wav,datasets/training_set/asosoft/transcripts/asosoft_0031.txt,هێندێک لە مانەوەم لە ماڵدا وەڕەزم
asosoft_0123,datasets/training_set/asosoft/audio/asosoft_0123.wav,datasets/training_set/asosoft/transcripts/asosoft_0123.txt,ڕەوایی و جێی متمانەبوونی کەلوپەلەکان هەڵسەنگێندراون
asosoft_0040,datasets/training_set/asosoft/audio/asosoft_0040.wav,datasets/training_set/asosoft/transcripts/asosoft_0040.txt,من بە چاوێکی واقیعبین سەیری دەکەم
asosoft_0047,datasets/training_set/asosoft/audio/asosoft_0047.wav,datasets/training_set/asosoft/transcripts/asosoft_0047.txt,ئەم بەشەی سێیەمی حاجی قادر یەک مانگ لە کاتی خۆی دواکەوت
asosoft_0263,datasets/training_set/asosoft/audio/asosoft_0263.wav,datasets/training_set/asosoft/transcripts/asosoft_0263.txt,ئەم بەشەی سێیەمی حاجی قادر یەک مانگ لە کاتی خۆی دواکەوت
asosoft_0287,datasets/training_set/asosoft/audio/asosoft_0287.wav,datasets/training_set/asosoft/transcripts/asosoft_0287.txt,غەفوور کەمعورزە و ڕێواس جلپێهات حەڤدە قووچی برژیاگیش ئەخۆن
asosoft_0229,datasets/training_set/asosoft/audio/asosoft_0229.wav,datasets/training_set/asosoft/transcripts/asosoft_0229.txt,دەکرێ ئەم خاڵە لەنێوان دوو ئاستدا پۆلێن کەین
asosoft_0232,datasets/training_set/asosoft/audio/asosoft_0232.wav,datasets/training_set/asosoft/transcripts/asosoft_0232.txt,بە شێوەیەکی گشتی گواستنەوەی واتا ئەستەمە
asosoft_0076,datasets/training_set/asosoft/audio/asosoft_0076.wav,datasets/training_set/asosoft/transcripts/asosoft_0076.txt,ناکرێت بە وردی بودجەی هالیوۆد دیاری کرێ
asosoft_0154,datasets/training_set/asosoft/audio/asosoft_0154.wav,datasets/training_set/asosoft/transcripts/asosoft_0154.txt,ڕاهێنان و فێرکردنی هاسان و سانا بێ
asosoft_0057,datasets/training_set/asosoft/audio/asosoft_0057.wav,datasets/training_set/asosoft/transcripts/asosoft_0057.txt,عوسیان و خەتایەک لە هەیڤی تەمووز قەوماوە
asosoft_0218,datasets/training_set/asosoft/audio/asosoft_0218.wav,datasets/training_set/asosoft/transcripts/asosoft_0218.txt,پزیشکەکان هیچ شتێکیان لەم بارەوە نەئەزانی
asosoft_0200,datasets/training_set/asosoft/audio/asosoft_0200.wav,datasets/training_set/asosoft/transcripts/asosoft_0200.txt,دواکەوتنێکی پڕنەهامەتی و چەرمەسەریی پێوە بوو
asosoft_0190,datasets/training_set/asosoft/audio/asosoft_0190.wav,datasets/training_set/asosoft/transcripts/asosoft_0190.txt,خەڵقی ئەو کاتانەش هەروەک ئێستا چاکەی خۆیان مەتڵەب بووە
asosoft_0205,datasets/training_set/asosoft/audio/asosoft_0205.wav,datasets/training_set/asosoft/transcripts/asosoft_0205.txt,وێناگەلێکی یەکجار سەقامگیر بەرهەم هێنراون
asosoft_0115,datasets/training_set/asosoft/audio/asosoft_0115.wav,datasets/training_set/asosoft/transcripts/asosoft_0115.txt,بەپێی ئەو ناسینەوەیە ڕقیان لێ هەڵدەگرین
asosoft_0255,datasets/training_set/asosoft/audio/asosoft_0255.wav,datasets/training_set/asosoft/transcripts/asosoft_0255.txt,ماچی ئافەرینی لە ناوچەوانی کرد
asosoft_0243,datasets/training_set/asosoft/audio/asosoft_0243.wav,datasets/training_set/asosoft/transcripts/asosoft_0243.txt,بڕێک جار ڕووبەڕووبوونەوەکان پێشبینی ناکرێن
asosoft_0158,datasets/training_set/asosoft/audio/asosoft_0158.wav,datasets/training_set/asosoft/transcripts/asosoft_0158.txt,تەنیا وڵامێکی ڕازیکەر بەم پرسیارە ساکارە ئەدەینەوە
asosoft_0188,datasets/training_set/asosoft/audio/asosoft_0188.wav,datasets/training_set/asosoft/transcripts/asosoft_0188.txt,ئەوانەن کە پێیان دەگوترێ دەست و پێ سپی
asosoft_0238,datasets/training_set/asosoft/audio/asosoft_0238.wav,datasets/training_set/asosoft/transcripts/asosoft_0238.txt,ژیان و دەسەڵاتی ئابووری پێکەوە گرێدراون
asosoft_0060,datasets/training_set/asosoft/audio/asosoft_0060.wav,datasets/training_set/asosoft/transcripts/asosoft_0060.txt,گوڵی بۆنخۆش بژاکێت بۆنی دەڕەوێت
asosoft_0118,datasets/training_set/asosoft/audio/asosoft_0118.wav,datasets/training_set/asosoft/transcripts/asosoft_0118.txt,خەڵقی ئەو کاتانەش هەروەک ئێستا چاکەی خۆیان مەتڵەب بووە
asosoft_0021,datasets/training_set/asosoft/audio/asosoft_0021.wav,datasets/training_set/asosoft/transcripts/asosoft_0021.txt,لەگەڵ ئەمانەشدا تەنانەت ئەویش نەهات
asosoft_0259,datasets/training_set/asosoft/audio/asosoft_0259.wav,datasets/training_set/asosoft/transcripts/asosoft_0259.txt,بەپێی ئەو ناسینەوەیە ڕقیان لێ هەڵدەگرین
asosoft_0285,datasets/training_set/asosoft/audio/asosoft_0285.wav,datasets/training_set/asosoft/transcripts/asosoft_0285.txt,تا لەشت ساغە قەدری بزانە
asosoft_0264,datasets/training_set/asosoft/audio/asosoft_0264.wav,datasets/training_set/asosoft/transcripts/asosoft_0264.txt,بێدەسەڵاتی لێرە بە دواوە دەخرێتە بەر نیگای بەخشندەی خوێنەر
asosoft_0202,datasets/training_set/asosoft/audio/asosoft_0202.wav,datasets/training_set/asosoft/transcripts/asosoft_0202.txt,ئەوە شوێنی مشتومڕە و گوزارەکەی ڕۆڵێکیش دەبینێت
asosoft_0135,datasets/training_set/asosoft/audio/asosoft_0135.wav,datasets/training_set/asosoft/transcripts/asosoft_0135.txt,فەیلەسووف بونیادی گفتوگۆ دەنێت
asosoft_0281,datasets/training_set/asosoft/audio/asosoft_0281.wav,datasets/training_set/asosoft/transcripts/asosoft_0281.txt,تەوێڵی گرژ و سێبەری قورسی شەکەتی کردم
asosoft_0237,datasets/training_set/asosoft/audio/asosoft_0237.wav,datasets/training_set/asosoft/transcripts/asosoft_0237.txt,لەگەڵ ئەمانەشدا تەنانەت ئەویش نەهات
asosoft_0156,datasets/training_set/asosoft/audio/asosoft_0156.wav,datasets/training_set/asosoft/transcripts/asosoft_0156.txt,لە ڕاستیدا وانەی ئەو بریتییە لە گەلێک بواری زانستی
asosoft_0113,datasets/training_set/asosoft/audio/asosoft_0113.wav,datasets/training_set/asosoft/transcripts/asosoft_0113.txt,من بە کوتنەوەی باسەکان خوێنەر ماندوو دەکەم
asosoft_0165,datasets/training_set/asosoft/audio/asosoft_0165.wav,datasets/training_set/asosoft/transcripts/asosoft_0165.txt,لەگەڵ ئەمانەشدا تەنانەت ئەویش نەهات
asosoft_0136,datasets/training_set/asosoft/audio/asosoft_0136.wav,datasets/training_set/asosoft/transcripts/asosoft_0136.txt,شۆڕشی ڕاستەقینە ڕووئەدات
asosoft_0248,datasets/training_set/asosoft/audio/asosoft_0248.wav,datasets/training_set/asosoft/transcripts/asosoft_0248.txt,ئێستا گوێ ڕاگرن بۆتان دەخوێنمەوە
asosoft_0269,datasets/training_set/asosoft/audio/asosoft_0269.wav,datasets/training_set/asosoft/transcripts/asosoft_0269.txt,سەرجەم ئەم ئەرگۆمێنتە پابەندە بە پێناسەی کەسەوە
asosoft_0289,datasets/training_set/asosoft/audio/asosoft_0289.wav,datasets/training_set/asosoft/transcripts/asosoft_0289.txt,هیچ جۆرە دەرمانێک بۆ ئەو نەخۆشییە نەبوو
asosoft_0267,datasets/training_set/asosoft/audio/asosoft_0267.wav,datasets/training_set/asosoft/transcripts/asosoft_0267.txt,ڕەوایی و جێی متمانەبوونی کەلوپەلەکان هەڵسەنگێندراون
asosoft_0096,datasets/training_set/asosoft/audio/asosoft_0096.wav,datasets/training_set/asosoft/transcripts/asosoft_0096.txt,قازانجەکانی ئەم کارە گونجاوە زۆرن
asosoft_0198,datasets/training_set/asosoft/audio/asosoft_0198.wav,datasets/training_set/asosoft/transcripts/asosoft_0198.txt,لەم دەقەدا ئێمە عیبارەتی تەمومژاوی دەبینینەوە
asosoft_0203,datasets/training_set/asosoft/audio/asosoft_0203.wav,datasets/training_set/asosoft/transcripts/asosoft_0203.txt,باس و مشتومڕی بارمتەکان بزاڤەکەی شەمزاندووە
asosoft_0073,datasets/training_set/asosoft/audio/asosoft_0073.wav,datasets/training_set/asosoft/transcripts/asosoft_0073.txt,هیچ جۆرە دەرمانێک بۆ ئەو نەخۆشییە نەبوو
asosoft_0231,datasets/training_set/asosoft/audio/asosoft_0231.wav,datasets/training_set/asosoft/transcripts/asosoft_0231.txt,وەرگێڕانی مرۆڤ لە وەرگێڕانی ئامراز ڕێکوپێکترە
asosoft_0288,datasets/training_set/asosoft/audio/asosoft_0288.wav,datasets/training_set/asosoft/transcripts/asosoft_0288.txt,هەژار حەمەعەلی و خەجێ مرۆڤ چەن قفڵ و گسکی شپرزی باغیان تووڕ دا
asosoft_0053,datasets/training_set/asosoft/audio/asosoft_0053.wav,datasets/training_set/asosoft/transcripts/asosoft_0053.txt,سەرجەم ئەم ئەرگۆمێنتە پابەندە بە پێناسەی کەسەوە
asosoft_0018,datasets/training_set/asosoft/audio/asosoft_0018.wav,datasets/training_set/asosoft/transcripts/asosoft_0018.txt,دوای یۆنانییەکان سەرەی ڕۆمییەکان هات
asosoft_0293,datasets/training_set/asosoft/audio/asosoft_0293.wav,datasets/training_set/asosoft/transcripts/asosoft_0293.txt,دەنگی زۆر بەرزتر و بەهێزتر بووە
asosoft_0084,datasets/training_set/asosoft/audio/asosoft_0084.wav,datasets/training_set/asosoft/transcripts/asosoft_0084.txt,لە ڕاستیدا وانەی ئەو بریتییە لە گەلێک بواری زانستی
asosoft_0161,datasets/training_set/asosoft/audio/asosoft_0161.wav,datasets/training_set/asosoft/transcripts/asosoft_0161.txt,هەڵبەت ئەوە تەنیا بەسەرهاتی زیندەخەوێک نییە
asosoft_0219,datasets/training_set/asosoft/audio/asosoft_0219.wav,datasets/training_set/asosoft/transcripts/asosoft_0219.txt,وەرن با شارێکی بێجەمسەر دروست بکەین
asosoft_0187,datasets/training_set/asosoft/audio/asosoft_0187.wav,datasets/training_set/asosoft/transcripts/asosoft_0187.txt,بەپێی ئەو ناسینەوەیە ڕقیان لێ هەڵدەگرین
asosoft_0261,datasets/training_set/asosoft/audio/asosoft_0261.wav,datasets/training_set/asosoft/transcripts/asosoft_0261.txt,جاروبار حیسابێکی کەم بۆ زێدە دەستدرێژییەک دەکرێت
asosoft_0245,datasets/training_set/asosoft/audio/asosoft_0245.wav,datasets/training_set/asosoft/transcripts/asosoft_0245.txt,لەو هەموو وردبینییە سەریان سووڕ ما
asosoft_0206,datasets/training_set/asosoft/audio/asosoft_0206.wav,datasets/training_set/asosoft/transcripts/asosoft_0206.txt,لەم دونیایە بچوون و نەچوون وەکوو یەک وان
asosoft_0193,datasets/training_set/asosoft/audio/asosoft_0193.wav,datasets/training_set/asosoft/transcripts/asosoft_0193.txt,پێشتریش واتای زۆر وشەم ڕوون کردبۆوە
asosoft_0224,datasets/training_set/asosoft/audio/asosoft_0224.wav,datasets/training_set/asosoft/transcripts/asosoft_0224.txt,بۆ دیاریکردنی نێوان نێرینە و مێیینە باشە
asosoft_0010,datasets/training_set/asosoft/audio/asosoft_0010.wav,datasets/training_set/asosoft/transcripts/asosoft_0010.txt,ڕاهێنان و فێرکردنی هاسان و سانا بێ
asosoft_0275,datasets/training_set/asosoft/audio/asosoft_0275.wav,datasets/training_set/asosoft/transcripts/asosoft_0275.txt,باس و مشتومڕی بارمتەکان بزاڤەکەی شەمزاندووە
asosoft_0201,datasets/training_set/asosoft/audio/asosoft_0201.wav,datasets/training_set/asosoft/transcripts/asosoft_0201.txt,عوسیان و خەتایەک لە هەیڤی تەمووز قەوماوە
asosoft_0095,datasets/training_set/asosoft/audio/asosoft_0095.wav,datasets/training_set/asosoft/transcripts/asosoft_0095.txt,کاتێک پێش دەکەوین کە سەفیری وڵاتەکان سەردانمان کەن
asosoft_0020,datasets/training_set/asosoft/audio/asosoft_0020.wav,datasets/training_set/asosoft/transcripts/asosoft_0020.txt,ڕابردوو وای کرد داهاتووشم نەوێت
asosoft_0225,datasets/training_set/asosoft/audio/asosoft_0225.wav,datasets/training_set/asosoft/transcripts/asosoft_0225.txt,دەبێ وەرگێڕ لە نێوەڕۆکی دەق تێبگات
asosoft_0091,datasets/training_set/asosoft/audio/asosoft_0091.wav,datasets/training_set/asosoft/transcripts/asosoft_0091.txt,لە بەشی شەش و حەوتی سەفەردایە
asosoft_0169,datasets/training_set/asosoft/audio/asosoft_0169.wav,datasets/training_set/asosoft/transcripts/asosoft_0169.txt,ڕەنگە بە ئاسانی ئەم دیاردەیە پێناسە بکەین
asosoft_0170,datasets/training_set/asosoft/audio/asosoft_0170.wav,datasets/training_set/asosoft/transcripts/asosoft_0170.txt,بەها و متمانەی کۆمەڵایەتی دوو هۆکاری گرینگن
asosoft_0162,datasets/training_set/asosoft/audio/asosoft_0162.wav,datasets/training_set/asosoft/transcripts/asosoft_0162.txt,دوای یۆنانییەکان سەرەی ڕۆمییەکان هات
asosoft_0124,datasets/training_set/asosoft/audio/asosoft_0124.wav,datasets/training_set/asosoft/transcripts/asosoft_0124.txt,سمایل پاشا شتە تەکووزەکان وێکڕا خڕ دەکاتەوە
asosoft_0078,datasets/training_set/asosoft/audio/asosoft_0078.wav,datasets/training_set/asosoft/transcripts/asosoft_0078.txt,هەرکام لەم قۆناغانە لەگەڵ سەردەمێک یەکتر دەگرنەوە
asosoft_0105,datasets/training_set/asosoft/audio/asosoft_0105.wav,datasets/training_set/asosoft/transcripts/asosoft_0105.txt,تکایە زووتر بۆم بنووسن حاڵی مەحموودخان چۆنە
asosoft_0143,datasets/training_set/asosoft/audio/asosoft_0143.wav,datasets/training_set/asosoft/transcripts/asosoft_0143.txt,غەفوور کەمعورزە و ڕێواس جلپێهات حەڤدە قووچی برژیاگیش ئەخۆن
asosoft_0273,datasets/training_set/asosoft/audio/asosoft_0273.wav,datasets/training_set/asosoft/transcripts/asosoft_0273.txt,عوسیان و خەتایەک لە هەیڤی تەمووز قەوماوە
asosoft_0171,datasets/training_set/asosoft/audio/asosoft_0171.wav,datasets/training_set/asosoft/transcripts/asosoft_0171.txt,بڕێک جار ڕووبەڕووبوونەوەکان پێشبینی ناکرێن
asosoft_0065,datasets/training_set/asosoft/audio/asosoft_0065.wav,datasets/training_set/asosoft/transcripts/asosoft_0065.txt,تەوێڵی گرژ و سێبەری قورسی شەکەتی کردم
asosoft_0102,datasets/training_set/asosoft/audio/asosoft_0102.wav,datasets/training_set/asosoft/transcripts/asosoft_0102.txt,هەوەڵجار خێراخێرا پاشان هێواشتر هەڵی ئەدانەوە
asosoft_0100,datasets/training_set/asosoft/audio/asosoft_0100.wav,datasets/training_set/asosoft/transcripts/asosoft_0100.txt,دەفتەرەکانی وەرگرتن و ماڵاواییان کرد
asosoft_0140,datasets/training_set/asosoft/audio/asosoft_0140.wav,datasets/training_set/asosoft/transcripts/asosoft_0140.txt,ئەگەر تاژی زۆری تێبەردەی لە ڕاو دەکەوێت
asosoft_0013,datasets/training_set/asosoft/audio/asosoft_0013.wav,datasets/training_set/asosoft/transcripts/asosoft_0013.txt,دەکرێ ئەم خاڵە لەنێوان دوو ئاستدا پۆلێن کەین
asosoft_0014,datasets/training_set/asosoft/audio/asosoft_0014.wav,datasets/training_set/asosoft/transcripts/asosoft_0014.txt,تەنیا وڵامێکی ڕازیکەر بەم پرسیارە ساکارە ئەدەینەوە
asosoft_0151,datasets/training_set/asosoft/audio/asosoft_0151.wav,datasets/training_set/asosoft/transcripts/asosoft_0151.txt,ئەو پێویستە بۆ ئەنجامدانی هێندێک کاروبار
asosoft_0274,datasets/training_set/asosoft/audio/asosoft_0274.wav,datasets/training_set/asosoft/transcripts/asosoft_0274.txt,ئەوە شوێنی مشتومڕە و گوزارەکەی ڕۆڵێکیش دەبینێت
asosoft_0058,datasets/training_set/asosoft/audio/asosoft_0058.wav,datasets/training_set/asosoft/transcripts/asosoft_0058.txt,ئەوە شوێنی مشتومڕە و گوزارەکەی ڕۆڵێکیش دەبینێت
asosoft_0022,datasets/training_set/asosoft/audio/asosoft_0022.wav,datasets/training_set/asosoft/transcripts/asosoft_0022.txt,ژیان و دەسەڵاتی ئابووری پێکەوە گرێدراون
asosoft_0081,datasets/training_set/asosoft/audio/asosoft_0081.wav,datasets/training_set/asosoft/transcripts/asosoft_0081.txt,دەبێ وەرگێڕ لە نێوەڕۆکی دەق تێبگات
asosoft_0039,datasets/training_set/asosoft/audio/asosoft_0039.wav,datasets/training_set/asosoft/transcripts/asosoft_0039.txt,ماچی ئافەرینی لە ناوچەوانی کرد
asosoft_0116,datasets/training_set/asosoft/audio/asosoft_0116.wav,datasets/training_set/asosoft/transcripts/asosoft_0116.txt,ئەوانەن کە پێیان دەگوترێ دەست و پێ سپی
asosoft_0257,datasets/training_set/asosoft/audio/asosoft_0257.wav,datasets/training_set/asosoft/transcripts/asosoft_0257.txt,من بە کوتنەوەی باسەکان خوێنەر ماندوو دەکەم
asosoft_0051,datasets/training_set/asosoft/audio/asosoft_0051.wav,datasets/training_set/asosoft/transcripts/asosoft_0051.txt,ڕەوایی و جێی متمانەبوونی کەلوپەلەکان هەڵسەنگێندراون
asosoft_0152,datasets/training_set/asosoft/audio/asosoft_0152.wav,datasets/training_set/asosoft/transcripts/asosoft_0152.txt,بۆ دیاریکردنی نێوان نێرینە و مێیینە باشە
asosoft_0003,datasets/training_set/asosoft/audio/asosoft_0003.wav,datasets/training_set/asosoft/transcripts/asosoft_0003.txt,وەرن با شارێکی بێجەمسەر دروست بکەین
asosoft_0064,datasets/training_set/asosoft/audio/asosoft_0064.wav,datasets/training_set/asosoft/transcripts/asosoft_0064.txt,شۆڕشی ڕاستەقینە ڕووئەدات
asosoft_0007,datasets/training_set/asosoft/audio/asosoft_0007.wav,datasets/training_set/asosoft/transcripts/asosoft_0007.txt,ئەو پێویستە بۆ ئەنجامدانی هێندێک کاروبار
asosoft_0119,datasets/training_set/asosoft/audio/asosoft_0119.wav,datasets/training_set/asosoft/transcripts/asosoft_0119.txt,ئەم بەشەی سێیەمی حاجی قادر یەک مانگ لە کاتی خۆی دواکەوت
asosoft_0068,datasets/training_set/asosoft/audio/asosoft_0068.wav,datasets/training_set/asosoft/transcripts/asosoft_0068.txt,ئەگەر تاژی زۆری تێبەردەی لە ڕاو دەکەوێت
asosoft_0139,datasets/training_set/asosoft/audio/asosoft_0139.wav,datasets/training_set/asosoft/transcripts/asosoft_0139.txt,تاسەی دۆعاکردن و نزا و پاڕانەوەی بەرەبەیانان دەکەم
asosoft_0183,datasets/training_set/asosoft/audio/asosoft_0183.wav,datasets/training_set/asosoft/transcripts/asosoft_0183.txt,ماچی ئافەرینی لە ناوچەوانی کرد
